timestamp,open,high,low,close,volume
1757863255,61000.0,61200.8492,60832.8622,61004.4908,3082.04
1757866855,61004.4908,61019.1107,60277.5489,60383.729,4389.76
1757870455,60383.729,60530.2586,59892.1373,59967.116,6028.54
1757874055,59967.116,60555.9922,59733.1545,60348.2067,1915.36
1757877655,60348.2067,60483.7853,60106.2426,60183.0641,4265.31
1757881255,60183.0641,60242.7462,59840.1171,59863.299,3031.48
1757884855,59863.299,60010.6531,59660.5446,59719.8513,7057.15
1757888455,59719.8513,59798.069,59104.7516,59241.6441,3189.0
1757892055,59241.6441,59779.8665,59119.6715,59660.9585,4491.32
1757895655,59660.9585,59666.4893,59180.6154,59405.2225,4538.11
1757899255,59405.2225,60179.7605,59321.3672,60128.0157,1353.78
1757902855,60128.0157,60362.697,59970.6582,60150.4046,4294.11
1757906455,60150.4046,60439.7739,60046.7227,60235.6539,7177.19
1757910055,60235.6539,60793.5587,60147.484,60608.3742,3804.07
1757913655,60608.3742,60792.4673,60474.2544,60745.1698,1514.72
1757917255,60745.1698,60967.853,60677.2031,60782.0049,7923.63
1757920855,60782.0049,61115.5517,60544.935,61086.5207,3757.33
1757924455,61086.5207,61650.9265,60857.0923,61567.4201,6284.76
1757928055,61567.4201,61692.8016,61012.709,61134.9981,1317.12
1757931655,61134.9981,61216.4398,60495.965,60610.8211,4198.92
1757935255,60610.8211,60927.5153,60531.3079,60802.1399,5291.48
1757938855,60802.1399,61043.0661,60141.1445,60319.526,3094.64
1757942455,60319.526,60519.3741,59974.9581,60102.9389,5961.18
1757946055,60102.9389,60299.0545,59744.0024,59832.161,5716.64
1757949655,59832.161,60721.353,59641.4747,60579.9105,6077.27
1757953255,60579.9105,60901.4828,60464.9079,60894.9921,7769.49
1757956855,60894.9921,61546.6147,60754.2919,61356.1255,6049.8
1757960455,61356.1255,61556.8763,61201.7473,61514.9202,5338.15
1757964055,61514.9202,62107.0393,61347.4208,62070.3494,1220.99
1757967655,62070.3494,62824.4952,62065.6476,62796.8908,3195.85
1757971255,62796.8908,62970.3359,62178.8285,62281.0634,6424.81
1757974855,62281.0634,63186.801,62097.7485,62966.9663,1435.97
1757978455,62966.9663,63019.189,62347.5588,62428.7286,5635.59
1757982055,62428.7286,62578.1434,62385.4823,62499.7056,7384.87
1757985655,62499.7056,62588.2769,62092.2603,62284.5926,6046.47
1757989255,62284.5926,62712.3197,62132.5991,62538.8836,2345.85
1757992855,62538.8836,62678.492,62117.9194,62173.8428,7810.37
1757996455,62173.8428,62245.7168,61839.0387,61890.3527,5934.92
1758000055,61890.3527,61976.7029,61408.0061,61638.2125,6567.84
1758003655,61638.2125,61668.2609,61153.9781,61319.9398,3657.86
1758007255,61319.9398,62289.9266,61085.7936,62086.6852,6632.31
